Player,Solo score,Solo top1,Solo kd,Solo winRatio,Solo matches,Solo kills,Solo minutesPlayed,Duos score,Duos top1,Duos kd,Duos winRatio,Duos matches,Duos kills,Duos minutesPlayed,Trios score,Trios top1,Trios kd,Trios winRatio,Trios matches,Trios kills,Trios minutesPlayed,Squads score,Squads top1,Squads kd,Squads winRatio,Squads matches,Squads kills,Squads minutesPlayed,LTM score,LTM top1,LTM top3,LTM kd,LTM winRatio,LTM matches,LTM kills,LTM minutesPlayed,most_played_mode
rhihno,1548577,529,2.72,7.0,7588,19189,58600,222943,145,3.64,12.6,1150,3659,8088,621301.0,341.0,3.07,15.3,2230.0,5793.0,24492.0,1200633.0,579.0,3.29,10.0,5781.0,17106.0,45010.0,43696.0,26.0,25.0,4.38,9.8,266.0,1051.0,1516.0,Solo
BaySoldier,1198540,778,3.61,8.6,9081,29955,43983,1180176,1095,3.86,9.0,12132,42567,41631,216239.0,82.0,2.17,9.4,877.0,1724.0,9649.0,996246.0,987.0,3.69,14.3,6923.0,21906.0,37846.0,122584.0,130.0,102.0,5.33,12.5,1043.0,4863.0,3691.0,Duos
Ackerman 76,625820,120,1.73,2.6,4605,7754,22498,1826465,949,2.4,8.4,11253,24730,63023,540253.0,164.0,2.57,6.5,2509.0,6030.0,22396.0,606677.0,143.0,1.7,3.5,4120.0,6771.0,23501.0,372414.0,70.0,75.0,3.31,5.4,1306.0,4092.0,8774.0,Duos
DubNasty23,3276606,371,1.01,2.5,14699,14449,141851,116364,60,2.79,11.4,527,1303,4528,9199.0,4.0,1.31,7.7,52.0,63.0,394.0,190148.0,52.0,1.58,4.9,1066.0,1598.0,7956.0,299591.0,12.0,15.0,2.79,1.3,955.0,2630.0,8327.0,Solo
D0nger.,54535,6,1.41,1.5,397,553,2275,1936017,1168,2.7,13.3,8800,20626,67252,73203.0,19.0,1.81,5.7,331.0,565.0,3129.0,1526774.0,904.0,3.05,15.6,5786.0,14880.0,50224.0,1213459.0,93.0,98.0,7.92,5.0,1847.0,13900.0,16359.0,Duos
Mampuu,352174,98,1.49,5.0,1958,2773,14057,1840170,1082,2.74,15.0,7192,16716,71287,250775.0,134.0,2.81,14.7,912.0,2185.0,9963.0,1129436.0,410.0,1.99,8.1,5064.0,9278.0,45731.0,452080.0,161.0,225.0,4.89,10.0,1613.0,7105.0,15461.0,Duos
J0hny sinss,836643,217,1.83,4.6,4756,8303,32786,672537,299,2.99,9.5,3145,8518,25837,606981.0,145.0,1.99,5.0,2908.0,5506.0,27664.0,1471760.0,404.0,2.25,5.8,7003.0,14816.0,60432.0,35799.0,8.0,2.0,5.2,7.4,108.0,520.0,629.0,Squads
аkiooo.,846001,160,1.68,3.0,5339,8695,36665,530900,298,2.02,7.1,4204,7888,19927,971101.0,353.0,2.35,9.5,3731.0,7938.0,42111.0,1242298.0,457.0,1.67,4.3,10570.0,16901.0,50724.0,188446.0,65.0,74.0,2.51,4.5,1457.0,3496.0,6131.0,Squads
NEW KidPlayer,1067470,298,1.65,3.2,9355,14955,39464,533584,236,1.69,4.0,5910,9603,19489,954365.0,397.0,2.9,9.3,4261.0,11202.0,33685.0,1032124.0,324.0,1.83,4.0,8011.0,14059.0,39160.0,234106.0,93.0,92.0,2.95,5.2,1772.0,4953.0,6933.0,Solo
ArielMove,2448747,385,1.24,3.8,10032,11957,102912,543936,146,1.4,6.3,2322,3037,23802,188798.0,54.0,1.78,7.0,772.0,1279.0,8451.0,405384.0,64.0,1.09,3.5,1817.0,1918.0,18242.0,344141.0,7.0,17.0,5.17,0.6,1090.0,5603.0,13546.0,Solo
LumacY,947129,732,2.68,10.3,7109,17102,33799,1339970,1158,3.21,14.6,7931,21752,44594,64250.0,16.0,2.68,5.4,295.0,749.0,2528.0,1232287.0,694.0,2.56,8.4,8255.0,19376.0,44006.0,118409.0,189.0,141.0,2.76,10.2,1862.0,4623.0,3708.0,Squads
あの谷次郎,129017,22,1.01,1.9,1149,1139,5260,2214587,1089,1.94,11.5,9453,16217,86808,444008.0,238.0,2.96,15.2,1569.0,3938.0,17215.0,799122.0,176.0,1.52,4.5,3894.0,5669.0,34035.0,170792.0,57.0,71.0,2.37,8.5,671.0,1453.0,5317.0,Duos
MΑTTΥP,36503,23,1.87,10.7,214,357,1423,490316,501,3.01,22.5,2222,5173,17216,138753.0,63.0,1.95,12.1,522.0,893.0,6276.0,2922926.0,1927.0,3.25,18.1,10672.0,28382.0,104668.0,48092.0,62.0,32.0,4.46,21.4,290.0,1018.0,1294.0,Squads
sF Leyenda ツ TV,1187673,420,1.64,6.0,6944,10673,47498,894142,531,2.65,12.8,4161,9633,33685,471707.0,182.0,2.17,9.1,2006.0,3962.0,21145.0,1028225.0,406.0,1.93,7.8,5217.0,9302.0,41368.0,234064.0,54.0,71.0,3.95,7.7,705.0,2572.0,6334.0,Solo
AgroJ YT,590733,91,1.26,2.1,4249,5258,25431,1119573,590,2.27,8.8,6677,13835,41486,606187.0,172.0,1.93,6.3,2743.0,4967.0,27358.0,1250085.0,245.0,1.65,3.3,7343.0,11701.0,53204.0,783056.0,234.0,322.0,2.49,5.4,4326.0,10188.0,23381.0,Squads
MsPoison_IvyTTV,1161008,48,1.0,0.8,6373,6344,49191,1713248,558,0.78,5.3,10525,7761,70803,117412.0,19.0,0.94,3.3,576.0,526.0,5272.0,591122.0,63.0,0.78,1.6,3969.0,3042.0,25299.0,526244.0,50.0,29.0,1.62,3.8,1317.0,2047.0,10760.0,Duos
Guru Guru Waton,118248,17,1.2,1.8,926,1095,4765,2244277,1133,2.48,11.1,10183,22412,82578,221964.0,95.0,2.14,9.9,962.0,1852.0,8656.0,996231.0,287.0,1.97,5.6,5129.0,9554.0,38065.0,327038.0,50.0,82.0,4.25,4.6,1083.0,4389.0,9552.0,Duos
OMC Nuchos,263978,47,0.85,1.0,4660,3918,10911,2057713,919,1.21,9.1,10151,11168,83350,169877.0,85.0,1.58,14.3,593.0,801.0,7103.0,1087416.0,186.0,1.01,3.2,5784.0,5679.0,47634.0,562559.0,20.0,13.0,6.29,1.1,1835.0,11408.0,16287.0,Duos
glaner jo,185062,11,1.66,0.8,1305,2146,6696,3361911,871,1.74,4.5,19407,32242,135966,10159.0,2.0,1.53,4.1,49.0,72.0,472.0,28552.0,4.0,1.12,2.1,189.0,207.0,1199.0,47115.0,5.0,12.0,1.99,2.6,195.0,378.0,1708.0,Duos
Retruffox,446269,175,2.09,3.8,4604,9273,17013,758264,722,2.76,10.8,6699,16473,24563,969163.0,285.0,1.97,6.7,4260.0,7831.0,42203.0,1404509.0,545.0,2.4,6.1,8933.0,20143.0,52895.0,199921.0,151.0,131.0,3.08,5.0,3041.0,8907.0,6366.0,Squads
Buros13,798828,111,1.33,3.1,3630,4676,33332,2311289,735,1.33,7.0,10457,12924,96921,78534.0,22.0,3.29,7.1,310.0,947.0,3179.0,389483.0,53.0,1.07,2.8,1923.0,1992.0,17054.0,12246.0,6.0,9.0,1.22,12.8,47.0,50.0,356.0,Duos
ᴹʳ.GLΘPEZ ᴳᵒᵈ シ,759118,52,1.07,1.3,4158,4403,33202,1587328,812,1.79,12.9,6294,9800,60970,425611.0,171.0,1.39,9.4,1815.0,2287.0,18387.0,810331.0,169.0,1.28,4.3,3970.0,4881.0,34494.0,310233.0,10.0,17.0,4.85,1.1,941.0,4514.0,12291.0,Duos
SOX_Eastpak,572679,145,1.31,3.8,3795,4775,22655,1858818,1036,1.69,9.3,11189,17129,71566,276143.0,135.0,2.76,13.0,1039.0,2492.0,10966.0,870266.0,306.0,1.33,5.1,6001.0,7584.0,35983.0,91825.0,35.0,46.0,1.76,4.1,861.0,1450.0,2930.0,Duos
faria,119764,280,3.05,7.0,4022,11415,4706,2949813,4069,4.52,30.8,13194,41242,97251,110452.0,50.0,3.95,18.5,271.0,873.0,3739.0,397256.0,440.0,3.17,11.7,3774.0,10554.0,15036.0,436036.0,426.0,641.0,4.29,27.3,1563.0,4882.0,14552.0,Duos
JACK PALANCE,527973,25,0.95,0.4,6009,5664,21152,2441005,697,1.15,4.0,17460,19224,103818,146547.0,42.0,1.57,6.0,703.0,1037.0,6015.0,466085.0,72.0,0.77,1.5,4938.0,3729.0,19824.0,204400.0,33.0,44.0,1.61,2.6,1282.0,2015.0,6432.0,Duos
ZodeXӝ,1123364,357,1.79,3.1,11685,20234,40591,585546,368,1.97,8.6,4293,7715,20549,766806.0,246.0,1.81,6.9,3551.0,5969.0,33389.0,1101850.0,331.0,1.72,4.1,8043.0,13244.0,42995.0,65016.0,38.0,34.0,1.73,4.0,956.0,1590.0,2242.0,Solo
Abduzido 999,1914192,818,3.38,8.3,9842,30534,68441,452275,1009,4.08,18.8,5355,17745,13696,263264.0,129.0,3.3,13.7,945.0,2695.0,10156.0,946586.0,681.0,3.74,12.2,5603.0,18384.0,33546.0,43368.0,56.0,42.0,3.92,9.1,616.0,2197.0,1137.0,Solo
Iluvhugs,1233516,339,1.52,3.9,8774,12858,51175,882759,630,2.05,9.9,6354,11762,32403,119585.0,24.0,1.68,5.2,458.0,731.0,5471.0,1340463.0,473.0,1.72,5.3,8929.0,14570.0,56163.0,141107.0,47.0,28.0,5.04,7.0,667.0,3125.0,4586.0,Squads
ÄĊỆ,1286927,423,1.98,5.6,7532,14079,45381,1020116,527,1.65,7.0,7568,11649,38233,181391.0,42.0,1.39,4.6,922.0,1226.0,8311.0,1088801.0,323.0,1.6,4.6,7043.0,10781.0,42346.0,115490.0,42.0,54.0,2.07,5.6,748.0,1460.0,3673.0,Duos
ApexMinato,797044,234,1.64,3.4,6932,10953,32360,1235340,638,1.7,7.2,8869,14007,46426,190609.0,88.0,2.37,11.2,784.0,1649.0,7766.0,1351292.0,554.0,1.96,6.3,8805.0,16206.0,51386.0,83338.0,17.0,14.0,1.91,2.6,655.0,1219.0,2863.0,Duos
xDerfelCadarn,3436439,263,0.9,1.2,22717,20182,162232,49710,12,0.35,1.8,667,228,2543,1729.0,2.0,2.33,40.0,5.0,7.0,48.0,84831.0,43.0,2.38,11.4,376.0,794.0,3103.0,122944.0,6.0,1.0,1.28,1.4,418.0,526.0,1964.0,Solo
CookiePeanuts20,5439,1,0.51,1.0,100,50,246,1348075,801,1.91,11.9,6745,11358,49190,94525.0,23.0,1.67,5.1,447.0,710.0,4098.0,2122980.0,620.0,1.32,4.6,13567.0,17075.0,83438.0,174267.0,62.0,70.0,2.22,8.3,749.0,1522.0,6007.0,Squads
Stanley._,1879415,174,1.42,1.0,17293,24389,77335,378202,225,1.56,4.9,4604,6821,13719,549356.0,122.0,1.5,4.3,2837.0,4074.0,24674.0,764517.0,183.0,1.45,2.6,7079.0,10000.0,32152.0,31319.0,26.0,24.0,1.55,3.7,697.0,1039.0,993.0,Solo
Ethereum 10k,745541,44,0.86,0.9,4970,4225,32976,1628904,727,1.04,10.1,7231,6775,69247,140789.0,53.0,1.59,9.4,564.0,811.0,6203.0,1055250.0,273.0,1.8,6.2,4424.0,7478.0,43761.0,238306.0,24.0,33.0,3.94,4.7,506.0,1900.0,6233.0,Duos
twitch_evermix19,809390,76,0.71,1.5,5129,3611,37925,1502746,481,1.99,6.4,7502,13944,64034,271805.0,112.0,2.63,11.6,969.0,2254.0,12151.0,988981.0,211.0,1.59,4.4,4785.0,7251.0,44308.0,171652.0,14.0,38.0,2.94,2.0,698.0,2010.0,6254.0,Duos
Lowborn007,1255584,74,0.87,0.9,7796,6703,55134,639475,183,1.83,6.2,2932,5024,27091,160913.0,55.0,3.0,9.8,563.0,1524.0,6316.0,1516849.0,306.0,1.86,4.4,6885.0,12217.0,62411.0,167251.0,19.0,5.0,4.19,5.8,327.0,1290.0,3312.0,Solo
Bi TAX YT,247561,54,1.03,1.6,3315,3367,10678,2415167,1133,1.39,6.5,17383,22581,90841,209458.0,113.0,1.94,13.5,835.0,1401.0,7629.0,696067.0,172.0,1.09,2.4,7234.0,7716.0,28703.0,476472.0,215.0,365.0,1.66,6.0,3599.0,5601.0,17195.0,Duos
breakdownlow,1009945,84,1.16,0.8,9991,11481,40860,858675,498,1.11,6.6,7572,7874,33471,48263.0,10.0,1.12,3.9,257.0,277.0,1953.0,1649537.0,349.0,0.97,2.2,15824.0,15062.0,66899.0,88825.0,66.0,64.0,1.69,6.6,1006.0,1593.0,3333.0,Squads
TTV Unlucky man,909175,150,2.2,3.2,4670,9929,34806,388918,156,3.48,8.7,1802,5736,14127,688985.0,173.0,2.41,5.3,3242.0,7384.0,29778.0,1581043.0,350.0,2.41,4.6,7562.0,17385.0,64358.0,66794.0,7.0,13.0,5.83,3.0,234.0,1323.0,1769.0,Squads
VARCH4R,217690,63,2.33,6.2,1014,2213,7664,1802337,1406,3.08,21.5,6551,15835,60217,44772.0,23.0,2.1,13.4,172.0,313.0,1793.0,1501514.0,552.0,1.73,7.3,7566.0,12156.0,57975.0,548630.0,144.0,84.0,6.37,10.3,1400.0,8003.0,13406.0,Squads
GkingTV,150243,11,1.43,1.3,855,1206,6348,2475794,1208,2.28,10.9,11046,22460,90082,145240.0,65.0,2.13,10.8,603.0,1146.0,5630.0,795398.0,241.0,1.86,6.4,3772.0,6583.0,30999.0,227091.0,54.0,74.0,4.15,6.7,806.0,3121.0,7794.0,Duos
ilMos7ro,559682,278,1.74,4.7,5903,9794,22282,1737593,1045,2.66,13.6,7706,17710,66962,237530.0,112.0,3.28,13.1,855.0,2434.0,9339.0,1032851.0,486.0,1.91,6.7,7220.0,12863.0,42821.0,229546.0,40.0,26.0,6.66,5.7,706.0,4436.0,5917.0,Duos
Кrush,2086464,293,1.56,1.2,25090,38780,75252,144318,116,1.58,5.3,2180,3255,5194,24270.0,3.0,1.49,2.2,134.0,195.0,1057.0,1305811.0,367.0,1.51,2.9,12530.0,18334.0,49756.0,131617.0,56.0,65.0,1.8,4.3,1291.0,2223.0,4622.0,Solo
xJeFiiN,689254,517,2.96,15.8,3274,8159,24483,1052844,1677,3.58,24.7,6789,18307,37174,287238.0,276.0,7.38,42.3,653.0,2783.0,9736.0,1537018.0,1456.0,3.59,22.1,6580.0,18409.0,54761.0,230472.0,192.0,140.0,6.38,17.3,1112.0,5866.0,6845.0,Duos
baby estefi,623677,111,1.33,2.7,4094,5286,24769,1556285,984,2.55,12.8,7668,17070,55024,177242.0,118.0,4.01,18.6,634.0,2069.0,6134.0,1205274.0,434.0,1.22,5.5,7924.0,9116.0,47997.0,497478.0,199.0,281.0,2.1,8.8,2264.0,4336.0,17355.0,Squads
Cz - xSn0Wツ,234436,40,1.33,2.2,1847,2401,9845,2553961,868,1.8,5.3,16527,28206,104013,279690.0,96.0,2.29,8.3,1159.0,2433.0,11893.0,503471.0,101.0,1.63,3.1,3213.0,5066.0,20909.0,321757.0,48.0,67.0,1.74,2.3,2102.0,3578.0,10321.0,Duos
Rub e pera,1311632,150,1.06,1.7,8698,9034,57141,711435,309,1.53,7.9,3908,5508,28516,447086.0,128.0,1.31,5.8,2205.0,2719.0,20990.0,1090270.0,227.0,1.12,3.3,6866.0,7452.0,47022.0,70523.0,19.0,25.0,2.17,5.1,371.0,763.0,2631.0,Solo
twitch_Janivi,1074440,142,1.09,1.8,7704,8236,47095,1608790,886,1.43,8.7,10146,13264,60461,172581.0,44.0,1.47,5.7,777.0,1077.0,7624.0,705226.0,163.0,1.21,3.4,4812.0,5646.0,29145.0,138524.0,40.0,56.0,4.74,6.0,666.0,2965.0,5013.0,Duos
عبسي1998,697123,82,0.98,1.3,6540,6310,28372,1077590,344,1.08,3.5,9839,10209,44377,496689.0,126.0,1.79,4.8,2603.0,4438.0,20971.0,1294327.0,256.0,1.52,3.0,8615.0,12741.0,51409.0,385897.0,77.0,109.0,2.66,3.7,2088.0,5359.0,13866.0,Duos
KING-HYPER.,192961,60,1.09,3.5,1705,1788,7749,1704177,757,1.69,5.7,13386,21399,62356,39672.0,13.0,2.0,6.4,202.0,378.0,1547.0,1605009.0,781.0,1.97,9.3,8435.0,15055.0,58796.0,423733.0,201.0,255.0,3.35,7.4,2701.0,8377.0,14140.0,Duos
PuzzleMagnet,53345,2,0.47,0.5,438,204,2730,2440031,645,0.82,3.2,20284,16031,104636,201326.0,60.0,0.67,5.7,1045.0,657.0,9465.0,864344.0,172.0,0.85,2.6,6492.0,5351.0,36067.0,71146.0,28.0,39.0,1.19,5.3,526.0,592.0,2431.0,Duos
A6usM,942187,210,1.59,3.4,6121,9376,40731,815899,458,2.2,7.7,5963,12098,29567,917589.0,320.0,1.96,8.0,4011.0,7226.0,39609.0,881381.0,263.0,1.83,4.9,5389.0,9367.0,37177.0,184040.0,85.0,95.0,3.01,9.2,923.0,2519.0,4884.0,Solo
SRD_iRehzZツ,336464,81,1.62,2.9,2786,4380,13312,1516279,1106,3.21,13.1,8430,23482,53955,461073.0,203.0,2.8,12.0,1690.0,4163.0,19222.0,1244219.0,464.0,2.22,6.2,7487.0,15602.0,48561.0,212975.0,48.0,51.0,3.96,4.1,1182.0,4487.0,6446.0,Duos
qкeu,450358,102,1.61,4.2,2445,3781,18791,1708742,887,2.53,10.5,8442,19085,59520,332213.0,80.0,1.88,5.0,1596.0,2850.0,14488.0,1063476.0,464.0,2.09,7.1,6551.0,12750.0,39000.0,226618.0,48.0,48.0,5.98,5.7,840.0,4736.0,7267.0,Duos
Juicycrits,1098398,989,4.25,17.3,5719,20126,34966,1381063,2014,5.45,27.4,7362,29151,39753,330035.0,304.0,8.24,38.2,796.0,4056.0,9724.0,747129.0,692.0,4.96,21.6,3205.0,12468.0,23967.0,225939.0,113.0,78.0,7.41,14.0,809.0,5159.0,3671.0,Duos
headz0tHD,2459658,344,1.51,2.1,16354,24247,110181,201389,101,2.15,4.5,2225,4565,8140,243752.0,61.0,1.87,5.0,1216.0,2155.0,11153.0,649670.0,138.0,1.82,2.7,5047.0,8929.0,28734.0,31569.0,12.0,10.0,3.31,5.6,213.0,666.0,1192.0,Solo
pr1nznook,369165,99,2.23,4.3,2314,4933,13866,909141,631,3.2,12.8,4925,13752,31674,234739.0,107.0,3.68,12.3,868.0,2801.0,9026.0,2041139.0,608.0,2.44,4.4,13669.0,31827.0,75357.0,50430.0,33.0,32.0,4.06,8.1,408.0,1523.0,1606.0,Squads
sиow OhSiNena.,797678,256,1.48,7.0,3681,5060,35573,1316844,810,2.46,10.9,7414,16217,51902,231008.0,84.0,2.1,9.1,920.0,1755.0,10687.0,1203750.0,541.0,1.99,7.6,7119.0,13064.0,49145.0,101673.0,33.0,38.0,4.23,7.4,446.0,1749.0,2979.0,Duos
MASSV3,3396390,255,0.9,1.1,24149,21403,149224,148430,40,1.25,5.0,801,952,6302,1244.0,0.0,0.45,0.0,11.0,5.0,66.0,10099.0,1.0,1.03,1.5,66.0,67.0,448.0,517727.0,4.0,10.0,3.69,0.7,611.0,2238.0,7390.0,Solo
Micro Temper,67378,29,0.78,3.9,739,556,2869,2794462,1998,2.27,18.6,10740,19810,102982,126521.0,68.0,2.26,15.0,454.0,872.0,4911.0,566660.0,307.0,1.42,12.5,2464.0,3065.0,22570.0,321010.0,66.0,73.0,5.19,8.4,790.0,3760.0,7511.0,Duos
TTV-Mark_Jess,743118,121,1.28,3.8,3214,3949,31580,2065258,559,2.05,6.2,9003,17279,87240,130066.0,39.0,2.7,6.9,568.0,1426.0,5356.0,614605.0,144.0,2.04,5.2,2782.0,5379.0,25032.0,456947.0,47.0,9.0,4.82,9.3,507.0,2218.0,5508.0,Duos
DasLooney,18566,0,0.26,0.0,258,66,908,3077201,1372,0.82,8.8,15542,11625,124392,228714.0,86.0,1.21,9.4,918.0,1010.0,9338.0,227811.0,44.0,0.75,3.5,1263.0,917.0,9802.0,1322919.0,94.0,105.0,3.84,2.8,3339.0,12451.0,35730.0,Duos
NIGHT X ZERO,611792,94,1.06,1.4,6542,6823,23359,853201,311,1.91,5.4,5765,10412,33715,321462.0,76.0,2.49,3.9,1959.0,4697.0,13233.0,1736367.0,405.0,1.75,3.4,11909.0,20131.0,69035.0,590900.0,96.0,158.0,2.11,2.4,3994.0,8222.0,19711.0,Squads
tizycribs,1529655,322,2.01,4.0,8113,15698,67815,936194,828,3.94,17.9,4624,14972,28712,143604.0,41.0,2.02,6.9,591.0,1110.0,6357.0,939301.0,552.0,3.11,11.2,4949.0,13654.0,35363.0,49461.0,22.0,34.0,5.09,15.9,138.0,591.0,1205.0,Solo
Zіd FEHU,1779654,585,2.87,4.5,13101,35897,65500,842273,1370,5.12,20.7,6629,26951,31642,,,,,,,,926320.0,1122.0,4.31,16.3,6876.0,24804.0,38624.0,22989.0,66.0,51.0,6.76,17.9,368.0,2043.0,705.0,Solo
RAGNA-AU,1791983,1240,6.72,25.7,4822,24088,50476,1118003,944,4.48,25.5,3709,12389,34393,214175.0,122.0,3.73,17.0,717.0,2217.0,7970.0,415424.0,220.0,3.3,14.7,1499.0,4223.0,14388.0,453425.0,213.0,219.0,7.84,16.4,1296.0,8491.0,11519.0,Solo
SHS Strix 75,1664630,247,2.06,2.3,10753,21608,62379,470094,305,3.17,11.3,2693,7571,15097,515334.0,192.0,2.52,8.9,2162.0,4955.0,21326.0,896030.0,384.0,2.67,7.8,4951.0,12194.0,34097.0,40253.0,15.0,15.0,4.39,7.4,203.0,825.0,1221.0,Solo
DZeSports Karim,1116919,408,2.89,5.4,7597,20800,40036,410677,446,3.82,12.3,3633,12184,13118,772866.0,339.0,3.45,11.6,2934.0,8956.0,32115.0,1243885.0,640.0,3.06,8.6,7431.0,20772.0,48275.0,86513.0,54.0,73.0,3.18,5.8,926.0,2772.0,2549.0,Solo
HS oTACHE,196122,46,1.37,2.3,1997,2671,7955,1801168,1126,2.19,13.0,8634,16471,64368,245529.0,111.0,2.94,12.4,893.0,2296.0,9277.0,1299769.0,418.0,1.77,5.8,7196.0,12014.0,50050.0,397287.0,162.0,116.0,2.65,8.4,1920.0,4663.0,12766.0,Duos
Twitch GoatyyF1,1948731,647,2.43,6.9,9368,21217,79046,301660,164,2.83,10.8,1517,3825,11281,392496.0,145.0,2.45,9.3,1566.0,3482.0,17880.0,896655.0,366.0,2.41,8.3,4398.0,9716.0,40301.0,41427.0,13.0,15.0,3.62,6.2,211.0,717.0,989.0,Solo
trips ackerman.,902339,119,1.69,2.1,5765,9534,37404,288273,142,2.09,6.3,2244,4400,11309,849503.0,212.0,2.17,5.2,4111.0,8450.0,36775.0,1501208.0,327.0,1.94,3.7,8951.0,16693.0,63033.0,132917.0,41.0,45.0,3.54,6.4,636.0,2107.0,4044.0,Squads
Mypkun,32562,2,0.34,0.1,1551,523,1991,3500838,209,0.08,0.5,39066,3278,204887,254.0,0.0,0.67,0.0,3.0,2.0,10.0,9447.0,5.0,0.7,3.4,149.0,101.0,428.0,1330675.0,212.0,28.0,0.41,5.3,4016.0,1553.0,17097.0,Duos
IamDrunk.,886987,197,1.39,3.4,5857,7854,33878,1506650,660,1.31,7.5,8770,10635,58489,371105.0,232.0,3.03,19.5,1189.0,2903.0,13789.0,768563.0,237.0,1.74,6.7,3538.0,5749.0,29977.0,343151.0,118.0,150.0,2.07,6.9,1713.0,3309.0,10607.0,Duos
Sologamer,1629996,1507,4.47,14.0,10788,41527,50694,451387,345,4.32,11.7,2948,11236,15951,127609.0,35.0,3.8,7.1,495.0,1746.0,4973.0,1332836.0,740.0,3.37,8.9,8286.0,25395.0,49751.0,8691.0,34.0,10.0,4.04,9.9,345.0,1257.0,309.0,Solo
JhnSmallBerries,2531534,973,0.9,10.7,9087,7329,112814,17993,17,0.64,2.4,706,438,890,2676.0,1.0,1.0,9.1,11.0,10.0,128.0,989542.0,315.0,0.76,5.1,6166.0,4433.0,45008.0,297084.0,45.0,33.0,5.13,4.4,1025.0,5030.0,8567.0,Solo
MIB MiSTiCzinhoღ,1292889,448,2.19,4.9,9160,19054,50878,727944,702,2.72,10.6,6645,16175,25964,311295.0,50.0,1.6,3.2,1557.0,2417.0,14339.0,1208336.0,606.0,2.49,7.7,7853.0,18023.0,45889.0,130134.0,74.0,76.0,3.38,7.1,1037.0,3253.0,4541.0,Solo
Yamasaki_,931663,366,1.48,7.8,4693,6401,38163,857549,1111,1.51,12.8,8712,11478,29523,363209.0,157.0,1.13,11.3,1386.0,1389.0,16846.0,1385720.0,828.0,1.45,7.9,10453.0,13916.0,54132.0,266786.0,165.0,177.0,3.63,9.3,1770.0,5821.0,9200.0,Squads
ParniValjak77977,2352645,280,1.11,2.4,11558,12493,102990,432229,150,0.82,5.7,2626,2038,18985,99575.0,9.0,0.22,2.1,439.0,94.0,5861.0,659089.0,102.0,0.81,3.0,3393.0,2681.0,30755.0,204384.0,0.0,1.0,2.35,0.0,794.0,1866.0,8015.0,Solo
Elrawdy,939713,76,1.75,1.1,6942,11989,34291,444171,129,1.79,4.7,2760,4709,16974,660565.0,155.0,2.42,4.0,3844.0,8914.0,25502.0,1495437.0,220.0,1.99,2.3,9773.0,19024.0,57619.0,75696.0,8.0,13.0,3.0,2.4,327.0,956.0,2547.0,Squads
нadley вc,530752,166,2.12,9.6,1722,3299,20320,2641028,1483,1.02,10.4,14303,13033,109839,72980.0,39.0,1.62,18.2,214.0,284.0,2905.0,294419.0,104.0,0.74,5.7,1840.0,1291.0,12769.0,276976.0,31.0,63.0,4.08,3.0,1021.0,4036.0,10546.0,Duos
ƬᵉᵉƊᵃⁿᴳ,626570,115,1.59,3.9,2914,4462,26346,2039822,1299,2.24,16.5,7896,14755,75540,346385.0,237.0,3.21,21.3,1113.0,2808.0,12470.0,508632.0,139.0,1.19,4.7,2957.0,3360.0,21110.0,2329497.0,1428.0,1649.0,2.55,17.7,8079.0,16931.0,74648.0,Duos
FAMEaKi TTV,274064,116,1.8,2.9,3996,6987,11018,1208292,853,2.76,9.9,8575,21291,39808,411647.0,125.0,1.94,6.7,1854.0,3356.0,16836.0,1644641.0,731.0,2.25,5.0,14643.0,31308.0,59812.0,141062.0,56.0,73.0,3.44,5.4,1034.0,3361.0,4417.0,Squads
ttv mario600gsrツ,445332,131,1.02,2.8,4746,4689,18360,2135385,1191,1.99,10.7,11177,19850,79879,175150.0,58.0,2.07,8.2,707.0,1341.0,7583.0,763821.0,201.0,1.51,4.2,4750.0,6858.0,31173.0,337416.0,47.0,81.0,3.06,2.2,2108.0,6308.0,12996.0,Duos
ЯモDモΨモSBLモSSモD,680041,91,0.83,1.4,6714,5476,31489,1209613,844,1.04,8.6,9854,9351,48355,220869.0,63.0,1.18,6.4,991.0,1095.0,9737.0,1426776.0,314.0,0.96,3.5,8910.0,8268.0,64174.0,333934.0,54.0,78.0,1.78,3.1,1746.0,3015.0,12590.0,Duos
ᵀʷᶦᵗᶜʰDannyTrips,137202,13,0.98,1.0,1368,1332,6178,2366962,1031,1.76,7.9,13127,21255,94458,363601.0,92.0,1.61,6.0,1544.0,2336.0,17142.0,662696.0,107.0,1.24,2.2,4768.0,5793.0,28546.0,56660.0,27.0,44.0,2.33,5.7,470.0,1031.0,1904.0,Duos
IG Kamalo,734463,376,2.54,7.2,5227,12312,26048,1990335,2003,3.66,17.7,11346,34194,62340,104394.0,40.0,2.64,9.5,423.0,1012.0,4114.0,703727.0,469.0,2.86,9.4,4990.0,12952.0,24133.0,293800.0,143.0,173.0,6.38,12.7,1123.0,6257.0,9111.0,Duos
шноisdeyvid,1865005,112,0.94,0.8,14309,13346,84181,385474,110,1.51,4.3,2553,3679,16454,493229.0,81.0,1.75,2.8,2929.0,4993.0,22988.0,789205.0,90.0,1.11,1.7,5242.0,5740.0,36591.0,390123.0,33.0,85.0,1.28,1.4,2356.0,2968.0,14215.0,Solo
