Player,Solo score,Solo top1,Solo kd,Solo winRatio,Solo matches,Solo kills,Solo minutesPlayed,Duos score,Duos top1,Duos kd,Duos winRatio,Duos matches,Duos kills,Duos minutesPlayed,Trios score,Trios top1,Trios kd,Trios winRatio,Trios matches,Trios kills,Trios minutesPlayed,Squads score,Squads top1,Squads kd,Squads winRatio,Squads matches,Squads kills,Squads minutesPlayed,LTM score,LTM top1,LTM top3,LTM kd,LTM winRatio,LTM matches,LTM kills,LTM minutesPlayed,most_played_mode
Rage907,143727,24,1.26,2.3,1030,1271,6316,2594430,1951,2.63,17.0,11445,24987,86146,199385.0,83.0,1.81,11.0,754.0,1217.0,8418.0,599447.0,224.0,1.71,5.8,3873.0,6233.0,22738.0,147648.0,75.0,77.0,4.31,10.3,728.0,2814.0,4437.0,Duos
UEC_GameMaster15,173255,35,0.91,1.3,2701,2418,6910,2130779,804,1.77,5.0,15928,26822,85206,323576.0,97.0,2.67,6.8,1436.0,3572.0,12843.0,896696.0,182.0,1.37,2.2,8341.0,11157.0,36557.0,798526.0,204.0,320.0,2.87,3.9,5184.0,14300.0,27501.0,Duos
Raikku.,1828923,936,1.84,8.3,11295,19033,74591,511728,641,2.64,14.6,4387,9875,16890,319479.0,97.0,1.6,6.7,1439.0,2153.0,15058.0,875150.0,618.0,1.99,8.2,7498.0,13667.0,34192.0,108005.0,305.0,247.0,2.68,13.7,2224.0,5145.0,2966.0,Solo
NeFs Stodul,909765,196,2.37,2.7,7197,16600,33370,792872,504,3.69,13.9,3625,11507,26402,464234.0,133.0,2.56,6.5,2051.0,4917.0,19643.0,1366094.0,453.0,2.82,5.7,7904.0,21024.0,51206.0,26760.0,6.0,11.0,4.11,4.8,125.0,489.0,862.0,Squads
Ꙅnakebali,1387350,375,1.66,4.1,9130,14513,56422,380720,286,1.9,9.5,3020,5196,13696,774966.0,374.0,2.99,13.8,2711.0,6991.0,31788.0,990333.0,422.0,2.01,7.6,5543.0,10298.0,39243.0,223324.0,128.0,119.0,1.77,5.6,2268.0,3798.0,5575.0,Solo
J Infected HFWD,733033,57,1.07,1.1,5279,5568,30797,1435325,436,1.55,5.9,7336,10665,58639,245969.0,73.0,1.8,6.2,1185.0,1999.0,10098.0,1114709.0,187.0,1.27,2.8,6771.0,8356.0,46564.0,340198.0,48.0,110.0,1.68,2.4,1973.0,3243.0,12222.0,Duos
tbz92,366075,109,1.83,9.3,1169,1944,14712,528729,285,2.58,14.9,1915,4211,20677,709454.0,204.0,1.88,6.8,2992.0,5229.0,32680.0,1926855.0,684.0,2.1,9.4,7301.0,13889.0,77932.0,71493.0,2.0,7.0,9.59,0.8,236.0,2243.0,2515.0,Squads
SOUL KING Ϟ,418139,80,1.36,2.6,3024,3991,17043,1780949,956,2.42,9.8,9788,21349,62890,266212.0,108.0,2.94,9.4,1143.0,3044.0,10793.0,1056634.0,355.0,2.29,5.9,5968.0,12835.0,38681.0,455780.0,165.0,195.0,2.46,6.7,2446.0,5618.0,14914.0,Duos
1Royal Ridge TTV,134642,20,0.63,2.5,789,488,6109,2552429,1026,0.66,7.1,14513,8961,106821,171533.0,62.0,1.02,8.4,738.0,692.0,7110.0,671827.0,165.0,0.73,4.0,4106.0,2890.0,28740.0,150943.0,20.0,34.0,1.31,2.9,690.0,880.0,4003.0,Duos
AL Rabbit神,135089,19,0.96,2.0,954,898,6554,1718533,873,2.04,7.6,11417,21539,69363,909028.0,289.0,1.86,8.0,3592.0,6149.0,42710.0,765535.0,246.0,1.76,5.8,4257.0,7058.0,33587.0,277882.0,91.0,166.0,4.26,7.7,1183.0,4655.0,8154.0,Duos
staralliance74,1272293,46,0.7,0.4,10291,7210,56284,1244625,324,0.8,4.7,6905,5258,55657,168387.0,34.0,1.43,4.2,803.0,1097.0,7240.0,842114.0,85.0,0.95,1.7,4863.0,4553.0,37274.0,68237.0,4.0,12.0,1.27,1.5,260.0,324.0,2504.0,Solo
Riddle Maufin 7,1114573,777,5.6,14.5,5369,25731,38604,998420,1388,5.95,13.1,10590,54782,31941,675823.0,347.0,4.98,16.9,2054.0,8508.0,27189.0,738741.0,454.0,5.53,15.8,2871.0,13377.0,26789.0,24286.0,53.0,37.0,5.86,16.1,330.0,1622.0,589.0,Duos
fiftytwo66,2973183,234,0.86,1.2,20062,17055,126960,353415,31,1.11,1.6,1981,2161,17391,,,,,,,,200666.0,16.0,1.13,1.6,995.0,1106.0,9217.0,131100.0,3.0,11.0,3.82,0.7,429.0,1628.0,4095.0,Solo
MariStiko TTV,630939,63,1.25,1.8,3598,4410,26578,1703784,827,2.31,12.5,6621,13391,64541,330952.0,145.0,2.35,11.0,1323.0,2764.0,13378.0,856409.0,206.0,1.4,4.8,4259.0,5694.0,35007.0,835655.0,79.0,54.0,9.23,6.0,1312.0,11376.0,17552.0,Duos
Méalune,286285,54,0.79,2.4,2263,1741,12650,2237511,1351,1.08,9.8,13749,13331,85387,253687.0,99.0,1.31,8.8,1127.0,1347.0,10585.0,750640.0,171.0,0.86,3.4,5056.0,4193.0,32079.0,601723.0,97.0,91.0,4.84,5.0,1940.0,8924.0,16334.0,Duos
Stufdyamomma,772123,283,2.2,6.5,4359,8956,27424,1656068,904,2.5,9.9,9107,20496,62959,163539.0,35.0,1.79,3.9,904.0,1558.0,7455.0,933575.0,399.0,2.2,5.7,6978.0,14466.0,36602.0,47910.0,28.0,36.0,1.95,3.5,809.0,1521.0,1855.0,Duos
zeemace,1124144,366,1.45,5.9,6233,8501,45636,922166,671,2.4,16.8,3984,7952,34030,350206.0,218.0,3.59,20.2,1077.0,3081.0,12835.0,1128282.0,544.0,1.9,10.0,5462.0,9338.0,43406.0,298063.0,43.0,38.0,3.61,4.5,961.0,3311.0,9467.0,Solo
Montiso,934132,156,1.44,3.1,5063,7072,43052,811360,407,1.71,4.2,9761,16001,33611,684630.0,139.0,1.6,4.4,3190.0,4887.0,34626.0,1094469.0,241.0,1.52,2.9,8278.0,12232.0,50932.0,22297.0,24.0,34.0,1.88,11.0,219.0,367.0,708.0,Duos
Code SAFE,97508,54,1.76,5.4,1008,1681,3643,1998448,2310,4.14,30.2,7641,22045,56320,686505.0,328.0,2.91,12.8,2555.0,6482.0,27086.0,741259.0,396.0,2.14,9.5,4151.0,8041.0,27677.0,255154.0,76.0,68.0,5.98,10.9,698.0,3722.0,4471.0,Duos
jеtеr,2462194,174,0.8,0.9,18600,14745,117284,460818,487,0.88,12.8,3800,2922,14567,170058.0,42.0,0.65,4.7,897.0,555.0,7359.0,425856.0,176.0,0.69,4.1,4262.0,2819.0,17327.0,314632.0,95.0,82.0,3.14,8.9,1073.0,3072.0,7457.0,Solo
PsychTazeTV,2355664,180,1.43,1.1,16199,22986,96843,168813,67,2.25,7.0,954,1995,6535,219543.0,57.0,1.99,5.3,1084.0,2043.0,9517.0,779858.0,138.0,1.56,2.9,4823.0,7321.0,32741.0,102736.0,11.0,9.0,1.83,1.5,737.0,1330.0,4048.0,Solo
Tabbassat,866415,175,1.41,3.4,5199,7105,33463,1701455,788,1.02,6.0,13146,12611,66220,317092.0,197.0,2.97,18.2,1080.0,2619.0,11106.0,636372.0,227.0,1.29,5.7,3963.0,4811.0,24270.0,1237845.0,117.0,140.0,3.97,3.0,3906.0,15049.0,30328.0,Duos
Twitch HeyimPal,151429,18,0.96,1.1,1591,1511,7027,2117620,1311,1.78,11.3,11651,18371,75015,377156.0,132.0,1.54,7.8,1695.0,2413.0,17010.0,868567.0,256.0,1.7,5.2,4882.0,7847.0,35005.0,511599.0,154.0,215.0,3.71,6.6,2322.0,8043.0,14173.0,Duos
code tvRoshi,704433,47,1.17,1.2,3788,4384,31656,1528456,790,1.88,12.7,6228,10209,58212,375155.0,87.0,1.64,4.8,1818.0,2846.0,16573.0,908666.0,175.0,1.56,3.8,4585.0,6899.0,38263.0,227767.0,51.0,83.0,3.0,7.7,661.0,1827.0,6205.0,Duos
NTNS NIKOLAS,103662,4,0.74,0.4,1078,795,4386,3091356,1025,0.63,4.2,24208,14538,132918,,,,,,,,325376.0,34.0,0.48,0.9,3921.0,1858.0,14705.0,388189.0,59.0,77.0,1.9,3.6,1622.0,2966.0,11653.0,Duos
FatalBroccoli,1144426,185,0.81,4.0,4671,3612,54624,1221912,630,0.84,8.3,7560,5855,50699,184702.0,69.0,1.64,10.2,675.0,995.0,8117.0,969337.0,228.0,1.0,4.9,4672.0,4452.0,43605.0,249531.0,58.0,68.0,2.52,4.7,1228.0,2944.0,10096.0,Duos
TikTok Boombi4es,2033835,305,2.24,2.3,13359,29285,74161,331020,96,2.54,3.9,2461,6001,12068,261419.0,85.0,2.12,6.9,1239.0,2443.0,10967.0,892137.0,239.0,2.21,4.7,5076.0,10682.0,34830.0,153014.0,35.0,20.0,5.8,5.7,617.0,3377.0,3902.0,Solo
lućano 87,958078,711,3.18,11.4,6224,17519,36010,1481197,2083,5.52,26.8,7776,31452,42644,318230.0,146.0,2.6,13.0,1119.0,2528.0,13869.0,760839.0,794.0,3.61,15.1,5268.0,16152.0,28363.0,72732.0,60.0,55.0,4.18,16.5,364.0,1272.0,2083.0,Duos
Old Man Haze,635393,218,1.95,4.3,5110,9533,22491,1990199,1431,4.02,21.5,6655,21016,66898,646835.0,577.0,8.7,37.7,1529.0,8281.0,19789.0,238638.0,137.0,2.49,13.7,998.0,2144.0,8258.0,399879.0,165.0,220.0,8.5,14.4,1142.0,8304.0,12472.0,Duos
ur mad 11,704748,201,2.13,4.6,4392,8947,23007,1063200,487,1.86,7.2,6797,11734,39051,30070.0,8.0,2.29,5.8,137.0,296.0,1343.0,1717591.0,599.0,2.45,6.4,9342.0,21401.0,59605.0,93236.0,19.0,27.0,2.34,3.3,579.0,1311.0,3373.0,Squads
55easy,1515651,133,0.84,1.5,9095,7497,68593,845540,310,1.11,7.0,4423,4584,36139,126331.0,41.0,1.01,6.8,603.0,570.0,5955.0,1027416.0,227.0,1.13,4.2,5430.0,5905.0,44654.0,498929.0,11.0,20.0,2.63,0.6,1905.0,4986.0,19232.0,Solo
GL bykn,1925584,1171,4.49,15.0,7799,29730,72637,357226,744,7.7,36.3,2052,10066,11797,599252.0,293.0,3.08,15.4,1906.0,4966.0,26865.0,633280.0,958.0,5.69,30.8,3110.0,12246.0,26598.0,87114.0,56.0,36.0,5.98,11.6,483.0,2552.0,2677.0,Solo
FreshD. on YT,520685,73,1.4,1.5,4741,6546,21902,589369,312,1.94,6.8,4563,8233,21342,355862.0,83.0,1.83,4.9,1702.0,2958.0,15957.0,2048583.0,616.0,1.84,4.3,14354.0,25304.0,79221.0,13627.0,2.0,1.0,1.86,1.8,113.0,206.0,363.0,Squads
TTV EVO LilRed,304925,13,0.62,0.3,4107,2555,13330,1727588,851,0.98,10.2,8367,7366,67023,192830.0,101.0,1.5,13.3,762.0,990.0,6961.0,1291455.0,264.0,0.72,2.9,9037.0,6350.0,53587.0,839113.0,60.0,61.0,3.57,2.5,2394.0,8342.0,21455.0,Squads
Epsilon_Radamas,416238,84,1.6,3.5,2403,3705,15974,1238431,762,2.59,15.3,4974,10897,42905,178067.0,48.0,1.5,5.6,860.0,1218.0,7640.0,1676156.0,562.0,1.67,6.9,8152.0,12662.0,64322.0,155711.0,74.0,58.0,3.07,13.0,571.0,1526.0,5059.0,Squads
WЁS,838548,148,1.54,3.4,4413,6553,35080,1370897,506,1.92,7.5,6787,12081,51414,427377.0,122.0,1.46,6.0,2034.0,2782.0,19706.0,878865.0,178.0,1.54,3.7,4787.0,7089.0,36513.0,155165.0,11.0,18.0,3.79,2.3,472.0,1747.0,3698.0,Duos
モイスティマーマン,587830,122,1.3,3.3,3730,4681,24446,1779463,977,1.88,11.8,8262,13682,68420,232075.0,102.0,1.71,11.3,906.0,1377.0,9801.0,911318.0,283.0,1.04,4.0,7089.0,7079.0,37782.0,176225.0,55.0,56.0,2.49,6.0,920.0,2151.0,4979.0,Duos
TTV FallxV2,1100256,1085,3.99,12.4,8718,30434,41963,435812,1033,5.52,19.6,5259,23307,13815,547538.0,229.0,2.51,10.6,2151.0,4829.0,20926.0,1429629.0,1027.0,3.58,11.2,9201.0,29292.0,55137.0,41261.0,66.0,44.0,4.75,17.6,374.0,1462.0,1247.0,Squads
Aspö-DIGGA,1029101,241,1.88,2.9,8370,15313,37933,334209,163,2.12,5.3,3057,6145,12749,656032.0,192.0,2.23,6.3,3071.0,6422.0,28165.0,1492025.0,500.0,2.08,4.7,10547.0,20939.0,57798.0,129756.0,57.0,59.0,2.42,3.7,1522.0,3552.0,4593.0,Squads
rikardopl,461730,137,2.08,4.3,3172,6303,16438,625697,569,2.41,11.9,4800,10178,21007,164494.0,52.0,2.33,7.9,662.0,1419.0,6619.0,2259386.0,953.0,2.17,7.0,13678.0,27554.0,83552.0,12745.0,11.0,10.0,3.52,6.6,166.0,546.0,471.0,Squads
ΨּدڶــۃڦــﮪــﯣۃΨ,1081937,219,1.38,3.4,6348,8485,41871,568762,275,1.72,9.4,2929,4573,21439,248568.0,113.0,3.04,11.3,1001.0,2697.0,8784.0,1612956.0,533.0,1.92,7.1,7542.0,13468.0,60440.0,226474.0,25.0,48.0,2.28,2.0,1225.0,2733.0,8887.0,Squads
AngelBvibin.,1365632,75,1.29,0.6,11625,14897,53443,684954,198,1.95,5.1,3908,7216,27732,155879.0,28.0,1.76,3.1,897.0,1530.0,6964.0,1303502.0,184.0,1.59,2.2,8439.0,13116.0,54213.0,66034.0,6.0,14.0,2.61,1.8,325.0,833.0,2141.0,Solo
Yaggїシ,900791,79,1.04,1.2,6579,6769,42108,466434,149,1.15,4.2,3546,3895,20222,782661.0,193.0,1.32,5.1,3752.0,4693.0,37066.0,1358962.0,232.0,1.18,3.0,7736.0,8880.0,63565.0,18599.0,6.0,10.0,1.27,3.9,153.0,186.0,687.0,Squads
Lyóko,271090,46,0.9,1.6,2878,2555,11521,1543072,1155,1.89,12.3,9363,15488,57116,297675.0,175.0,3.6,17.0,1029.0,3077.0,10855.0,1393085.0,602.0,2.15,9.0,6690.0,13091.0,54731.0,585399.0,147.0,179.0,3.86,7.3,2003.0,7160.0,14185.0,Duos
lady_cookie_mor,58119,8,0.61,2.5,319,189,2736,2741298,646,0.75,3.4,19218,13883,122142,27882.0,3.0,0.7,1.2,247.0,170.0,1229.0,680602.0,165.0,0.75,4.1,3997.0,2875.0,29701.0,585990.0,63.0,116.0,2.7,2.4,2611.0,6867.0,22867.0,Duos
Snykrr7,963449,63,0.77,0.8,7610,5834,44696,786061,217,1.17,4.8,4507,5012,34199,735367.0,181.0,1.21,4.9,3662.0,4203.0,34432.0,1022825.0,147.0,0.93,2.2,6540.0,5914.0,46995.0,621548.0,34.0,30.0,1.97,2.5,1350.0,2594.0,12081.0,Solo
FB Lorindos,1423821,254,1.59,4.1,6261,9541,56165,908906,487,1.5,12.7,3824,4999,35646,70147.0,12.0,0.85,3.4,358.0,295.0,3293.0,1108439.0,222.0,1.06,4.0,5617.0,5735.0,48095.0,219898.0,31.0,31.0,2.65,4.2,731.0,1852.0,6323.0,Solo
DoryanLepro,309618,44,1.23,2.5,1729,2077,13136,2170638,680,0.82,6.8,9960,7640,97321,106683.0,22.0,0.69,3.6,608.0,403.0,5114.0,920421.0,161.0,1.18,3.4,4755.0,5428.0,38955.0,2905029.0,77.0,99.0,2.16,1.2,6353.0,13535.0,78524.0,Duos
xingxiddenxngel,653972,103,1.5,2.9,3565,5194,25718,1467424,431,1.48,5.2,8256,11564,61469,242791.0,133.0,4.24,16.6,803.0,2839.0,8418.0,1140158.0,247.0,1.59,3.8,6585.0,10080.0,44562.0,141088.0,5.0,15.0,3.1,1.3,373.0,1140.0,3425.0,Duos
IMMORTALOFDEATH,59205,6,1.04,1.6,378,388,2541,3065663,1075,1.55,7.8,13773,19713,130708,133684.0,21.0,1.07,2.9,713.0,742.0,6150.0,234314.0,14.0,0.84,1.0,1424.0,1180.0,11077.0,1141086.0,412.0,653.0,2.4,8.9,4611.0,10093.0,44209.0,Duos
ZP_Cris 144Hz,1297140,582,1.91,6.7,8684,15457,48323,781321,729,2.92,17.6,4135,9935,24424,183584.0,60.0,1.7,8.5,704.0,1094.0,8130.0,1242932.0,861.0,2.0,10.1,8507.0,15312.0,46827.0,10674.0,8.0,1.0,2.27,3.6,223.0,487.0,377.0,Solo
Ac てぃあのすけ 鮭,1018028,238,2.01,3.8,6320,12219,41108,799068,650,2.88,15.8,4111,9973,25009,785964.0,327.0,2.74,11.7,2806.0,6798.0,33614.0,902676.0,358.0,2.33,8.0,4501.0,9671.0,36144.0,313694.0,144.0,129.0,4.27,13.0,1105.0,4102.0,10862.0,Solo
YT_BadKarmaGR.,1763118,1350,3.32,10.8,12487,37015,61141,567634,688,3.76,12.9,5324,17425,18398,61698.0,24.0,2.59,9.7,248.0,581.0,2639.0,1112139.0,1036.0,3.64,14.2,7272.0,22728.0,40507.0,474697.0,452.0,342.0,5.41,13.6,3317.0,15511.0,11969.0,Solo
Chlander.,354552,30,1.04,1.0,2943,3020,14429,1779204,688,1.1,4.4,15793,16560,70162,57374.0,14.0,1.26,4.8,292.0,349.0,2484.0,1311504.0,230.0,1.22,2.5,9071.0,10751.0,51794.0,142813.0,30.0,44.0,2.9,5.5,543.0,1490.0,4396.0,Duos
Colonel_Calico,268133,36,0.84,1.5,2349,1945,12496,2388240,766,1.29,6.1,12470,15084,101573,77455.0,14.0,1.13,3.7,374.0,408.0,3610.0,768471.0,141.0,1.32,3.0,4685.0,5992.0,33697.0,432858.0,32.0,71.0,3.55,3.0,1074.0,3703.0,10489.0,Duos
ONYX AZZE-,1063292,508,3.8,9.5,5365,18449,38990,273022,428,4.48,13.8,3108,11998,9364,713747.0,359.0,3.76,14.7,2443.0,7826.0,28150.0,1451930.0,1021.0,4.06,13.5,7555.0,26500.0,52434.0,39374.0,61.0,34.0,6.43,16.2,377.0,2033.0,1096.0,Squads
00LaPlume,54095,5,0.63,0.7,722,455,2279,3024646,1879,1.33,11.2,16732,19738,110350,100700.0,25.0,1.26,5.2,483.0,576.0,4266.0,320126.0,84.0,0.83,2.6,3215.0,2608.0,13115.0,466880.0,87.0,120.0,3.75,4.6,1872.0,6693.0,13339.0,Duos
aDamn_mf,884287,188,1.77,3.6,5180,8825,33682,1227471,677,3.02,12.6,5394,14244,44424,193518.0,132.0,5.6,21.4,617.0,2718.0,6237.0,1195444.0,507.0,2.51,9.1,5566.0,12707.0,43223.0,106964.0,43.0,50.0,2.19,6.7,643.0,1317.0,3734.0,Squads
Castaway Ball,297018,202,2.8,14.6,1386,3316,10354,1449584,959,4.11,15.2,6292,21900,53668,355681.0,258.0,6.85,25.6,1007.0,5131.0,12265.0,1398645.0,910.0,3.2,12.2,7471.0,21009.0,51502.0,86535.0,64.0,82.0,4.98,15.0,427.0,1806.0,3028.0,Squads
MFZIG,662389,108,2.26,2.6,4192,9245,27397,766672,523,3.63,9.7,5368,17588,25238,514405.0,241.0,2.84,12.1,1999.0,4992.0,18632.0,1553419.0,583.0,3.18,6.5,8993.0,26777.0,56584.0,20299.0,19.0,19.0,4.15,8.7,218.0,826.0,541.0,Squads
Ergyt,2047850,1477,2.88,12.1,12241,30975,86299,328219,426,3.29,16.1,2652,7313,11847,495177.0,226.0,2.5,13.0,1743.0,3791.0,21628.0,627483.0,481.0,2.69,12.0,4019.0,9524.0,27222.0,31722.0,119.0,82.0,4.28,21.1,564.0,1905.0,1084.0,Solo
Procoro,53793,80,1.97,4.9,1619,3034,1998,2278060,1983,2.83,18.2,10896,25257,85683,406964.0,286.0,4.63,25.0,1146.0,3979.0,14645.0,760025.0,621.0,2.1,9.7,6432.0,12206.0,29719.0,443962.0,364.0,529.0,3.15,18.5,1964.0,5037.0,15606.0,Duos
HolyMoses75,3076621,138,1.19,0.7,19162,22671,124770,99246,17,0.93,2.8,602,546,4410,4699.0,1.0,1.22,3.6,28.0,33.0,203.0,319622.0,28.0,1.01,1.5,1894.0,1884.0,14226.0,256083.0,0.0,5.0,4.96,0.0,726.0,3604.0,9823.0,Solo
MrMasterWong.ttv,604420,67,1.39,1.4,4628,6337,23099,1857887,1255,3.54,18.6,6761,19481,63501,269326.0,121.0,2.53,11.7,1032.0,2305.0,10555.0,764622.0,215.0,1.79,5.0,4302.0,7309.0,29923.0,44938.0,17.0,17.0,3.79,6.7,253.0,895.0,1635.0,Duos
BLEIKRAY,88129,11,0.94,0.6,1936,1801,3669,1232650,494,1.26,5.5,8947,10615,49718,406875.0,150.0,1.27,8.2,1834.0,2140.0,17542.0,1768577.0,386.0,1.16,3.1,12276.0,13771.0,74450.0,155705.0,52.0,82.0,2.24,5.0,1046.0,2224.0,5308.0,Squads
DJOKATRON 1g,1236016,385,2.22,4.5,8623,18307,55264,1074902,897,4.16,15.4,5811,20446,35034,353335.0,83.0,1.79,5.1,1621.0,2759.0,16776.0,833188.0,421.0,2.9,7.7,5462.0,14631.0,33686.0,81704.0,59.0,61.0,5.12,18.1,326.0,1366.0,2216.0,Solo
FaZe Funk,1518170,1568,5.58,18.8,8362,37893,49702,499872,1319,7.4,28.8,4585,24182,15636,542167.0,269.0,3.49,14.6,1847.0,5502.0,22344.0,934826.0,1351.0,5.17,21.5,6272.0,25433.0,37668.0,96575.0,180.0,117.0,8.76,20.2,890.0,6220.0,2909.0,Solo
iKee_.,1406751,684,2.77,6.9,9872,25463,58190,341137,787,4.28,17.0,4639,16479,12179,662862.0,252.0,2.44,9.6,2624.0,5778.0,28883.0,1086058.0,817.0,3.1,10.5,7760.0,21551.0,44041.0,40389.0,38.0,36.0,4.43,10.6,357.0,1414.0,1205.0,Solo
ᴹᶠᴳ Nannya,64534,7,0.58,1.3,525,301,2994,2944102,1929,1.58,15.0,12822,17168,105767,39647.0,12.0,1.1,7.1,168.0,172.0,1589.0,446736.0,172.0,0.97,7.3,2365.0,2120.0,17628.0,509270.0,223.0,266.0,2.53,11.6,1918.0,4290.0,15733.0,Duos
ESMEGMATRASERO,288201,128,1.41,3.8,3391,4614,12446,2161217,1194,2.57,12.1,9861,22283,82380,365798.0,193.0,4.21,16.2,1189.0,4195.0,13842.0,682192.0,212.0,1.99,5.3,4024.0,7581.0,26972.0,85513.0,40.0,54.0,2.3,5.6,719.0,1563.0,1893.0,Duos
Stixxu,535038,101,1.11,3.0,3401,3655,22236,865571,343,0.99,3.8,8999,8566,33371,88978.0,32.0,1.65,7.5,428.0,655.0,3292.0,1997794.0,344.0,1.34,2.5,13501.0,17622.0,79424.0,529024.0,97.0,148.0,2.1,2.8,3500.0,7139.0,18770.0,Squads
Ashbørn,1500597,1444,4.82,18.6,7766,30494,44723,822404,604,3.77,14.1,4291,13912,28852,256015.0,132.0,3.97,13.7,961.0,3289.0,9608.0,916652.0,610.0,3.37,10.4,5869.0,17733.0,33286.0,390098.0,105.0,82.0,7.22,7.2,1456.0,9755.0,12650.0,Solo
MCES Andilex,1325453,710,4.05,10.9,6526,23560,49345,376139,916,5.94,16.5,5542,27493,13269,815726.0,438.0,4.5,17.0,2575.0,9613.0,32903.0,976946.0,873.0,4.66,14.4,6060.0,24153.0,38599.0,36030.0,121.0,105.0,7.43,19.9,609.0,3626.0,1150.0,Solo
kita ℭ,240481,47,1.34,1.9,2444,3212,9636,1885046,967,1.82,7.7,12571,21124,73006,374798.0,129.0,2.06,8.1,1586.0,2998.0,16789.0,993539.0,324.0,1.67,5.0,6434.0,10182.0,39705.0,81573.0,22.0,31.0,2.7,6.0,367.0,933.0,2770.0,Duos
leezy36,570348,127,1.47,4.4,2910,4078,22882,1094215,621,2.26,14.8,4201,8088,44118,150915.0,105.0,3.62,22.7,462.0,1293.0,5746.0,1675566.0,790.0,1.75,11.3,6967.0,10820.0,67622.0,130848.0,36.0,50.0,2.63,7.3,490.0,1192.0,4396.0,Squads
ivanhorustwitch,402858,99,1.4,2.1,4769,6553,18564,1875296,946,3.14,10.9,8643,24201,72754,436788.0,127.0,3.14,7.2,1766.0,5145.0,19115.0,776125.0,247.0,2.12,4.0,6182.0,12577.0,31019.0,232219.0,65.0,30.0,9.27,12.4,525.0,4262.0,4084.0,Duos
Caslato,2045565,292,2.12,2.4,11995,24822,79486,203441,48,2.58,3.6,1338,3328,7476,344815.0,114.0,2.43,7.8,1453.0,3256.0,15113.0,900223.0,199.0,2.3,4.0,4917.0,10853.0,36934.0,29689.0,5.0,6.0,3.37,2.6,195.0,640.0,986.0,Solo
ƒx Impulse,1115833,365,2.42,6.0,6067,13819,38104,766098,477,3.02,11.3,4216,11282,27970,283161.0,164.0,4.71,15.9,1033.0,4094.0,10244.0,1327731.0,531.0,2.66,7.4,7129.0,17531.0,49236.0,355942.0,196.0,180.0,3.34,9.4,2086.0,6316.0,11370.0,Squads
Epsilon_killerYT,261515,86,1.24,2.8,3123,3756,9101,1512920,997,2.45,11.4,8732,18955,50555,205179.0,47.0,2.0,4.9,961.0,1829.0,8429.0,1510567.0,582.0,2.06,6.8,8531.0,16405.0,54395.0,329908.0,119.0,126.0,2.37,5.3,2238.0,5021.0,10168.0,Duos
1337gage,1025084,556,4.29,12.4,4495,16907,37295,895344,1155,6.48,22.2,5199,26212,27585,552144.0,242.0,3.2,12.3,1962.0,5509.0,23588.0,1013284.0,915.0,4.65,16.3,5603.0,21810.0,38760.0,107508.0,151.0,135.0,7.64,20.8,725.0,4384.0,3258.0,Squads
rustyachelfg ӝ,1289888,636,3.95,8.8,7239,26065,42455,599903,992,5.79,22.2,4475,20156,14932,603808.0,307.0,4.03,15.5,1980.0,6734.0,23556.0,998110.0,1088.0,4.88,17.0,6387.0,25834.0,35182.0,18601.0,26.0,25.0,6.36,13.9,187.0,1024.0,539.0,Solo
Twitch Elbotv,568631,36,0.78,0.4,8021,6253,25113,1823925,572,1.23,4.5,12629,14783,74548,391226.0,64.0,1.36,2.9,2204.0,2905.0,17702.0,708317.0,89.0,0.97,1.2,7150.0,6838.0,29848.0,468016.0,90.0,67.0,2.2,3.6,2495.0,5290.0,11108.0,Duos
Straight to bed,380752,105,2.11,3.7,2868,5830,14823,2309373,1324,2.85,10.0,13272,34039,80935,197765.0,38.0,1.51,3.9,975.0,1417.0,8754.0,609959.0,181.0,2.0,4.4,4070.0,7769.0,23792.0,221859.0,51.0,41.0,7.19,8.1,631.0,4173.0,4800.0,Duos
Hachiko.31,1076711,176,0.67,2.5,7165,4698,49401,839057,254,0.75,3.9,6591,4727,38209,112303.0,39.0,1.28,7.5,520.0,618.0,5121.0,1461258.0,447.0,1.07,6.2,7236.0,7249.0,64821.0,348112.0,32.0,31.0,2.4,2.2,1464.0,3434.0,12691.0,Squads
SprizuhTTV,966514,625,3.4,12.0,5218,15601,34572,1085121,743,4.25,19.0,3916,13494,39146,249979.0,156.0,3.77,19.4,806.0,2450.0,9822.0,1186022.0,702.0,3.46,15.1,4653.0,13689.0,44272.0,34706.0,5.0,12.0,4.04,2.2,223.0,881.0,1260.0,Solo
ℱhyzMyDudeᵀᵀⱽ,820423,156,1.13,2.9,5332,5851,38346,1569633,1116,1.88,11.1,10048,16764,60039,237954.0,79.0,1.89,7.9,997.0,1739.0,10307.0,859080.0,339.0,1.43,5.4,6290.0,8532.0,35854.0,935183.0,268.0,313.0,4.15,7.5,3558.0,13662.0,27606.0,Duos
Hiếu Nà Ní,1046570,99,0.79,0.9,11071,8684,54553,1932856,387,0.94,2.3,17134,15687,103310,154525.0,35.0,1.44,4.5,774.0,1064.0,7096.0,353172.0,63.0,1.04,2.7,2345.0,2380.0,15058.0,110774.0,22.0,30.0,2.91,4.3,517.0,1439.0,4256.0,Duos
